universe,factor,variant,ic_mean,icir,rankic_mean,rankicir,ic_win_rate,n_months,g1_ann,gN_ann,ls_ann,ls_sharpe,ls_ann_gross,ls_sharpe_gross,turnover_mean,bench_ann
zz1000,B1_lead_lag_20d,S1,0.02018162790413946,1.4416457949266985,0.019211715004091526,1.3395240413760952,0.6833333333333333,120,-0.17199487183661233,-0.0860895664879523,-0.03832795237448505,-0.48492160150224717,0.0974177678249406,1.3337426640424188,18.972563849266212,-0.06325518995173107
zz1000,B2_path_asym_20d,S1,-0.005446433960135488,-0.31266910667474435,-0.013707054300492462,-0.7238603045949361,0.5,120,-0.12339994924898279,-0.11470629833752699,-0.12277858477914294,-1.1512154244014892,-0.0004332919774477917,-0.004683581096051654,18.81750207120364,-0.06325518995173107
zz1000,B2a_path_asym_amt_20d,S1,-0.005609396829192272,-0.32292213665221625,-0.01431733367114952,-0.7558511711277682,0.5083333333333333,120,-0.12114266589964018,-0.11648663954691463,-0.12742007269904654,-1.1941808340431619,-0.0054613909887767376,-0.059016584348860444,18.83337755587849,-0.06325518995173107
zz1000,B3_cond_lead_lag_20d,S1,-0.012733399626687956,-1.035028527388768,-0.01042535095082261,-0.7742679081565029,0.43333333333333335,120,-0.08599356084924725,-0.13113239566412416,-0.16315854538889885,-2.281623487401864,-0.051609620740629136,-0.8272008827135746,18.581649145589527,-0.06325518995173107
zz1000,B4_cross_20d,S1,-0.009203545311631334,-0.8249374423283712,-0.018870912063391823,-1.7458388842504753,0.4166666666666667,120,-0.10250965576741866,-0.1282719020113834,-0.14813269862587763,-2.5915244272324345,-0.026557709152396858,-0.4462471017101714,19.01003554899651,-0.06325518995173107
zz1000,B5a_corr_decay_20d,S1,-0.014815137220548232,-1.312822783130638,-0.012847698146340807,-1.1048437567151512,0.325,120,-0.0863817203779026,-0.1489458854736273,-0.1865148826054449,-2.6254887035921,-0.06975775535150675,-1.1550811866619448,18.952574379641497,-0.06325518995173107
zz1000,B5b_slope_div_20d,S1,-0.0004909031844444679,-0.023304157895794726,0.0039133507585226565,0.1722246377497457,0.48333333333333334,120,-0.10718754946990061,-0.12454272024363167,-0.15198454223477054,-1.3655436179956648,-0.03214800907894577,-0.30534688330629745,18.866142085572687,-0.06325518995173107
zz1000,B5c_high_vol_ratio_20d,S1,-0.040789356863755545,-1.9702427544567265,-0.072568635645955,-3.3438733160438536,0.25,120,-0.039221374018589494,-0.18971110961697435,-0.24361571742618426,-2.41332007372516,-0.14862424314712352,-1.5444251973735275,18.147474019804108,-0.06325518995173107
zz1000,C1_entropy_20d,S1,-0.009471545461299021,-0.37003075426426985,-0.028223641109642553,-0.9617378633265908,0.4666666666666667,120,-0.07193033483852751,-0.13158507107628825,-0.1311907666645038,-1.284280791063196,-0.0583334438646711,-0.5463373825559312,15.995546745184676,-0.06325518995173107
zz1000,C2_entropy_diff_20d,S1,0.02914012062012885,1.5922649402941778,0.04799310233260937,2.2637264720403163,0.6666666666666666,120,-0.1378873620144344,-0.04819668765186336,-0.027648829752675574,-0.2828079410838755,0.09195034434578386,1.1213267385829113,18.13857571962095,-0.06325518995173107
zz1000,C3_entropy_std_20d,S1,-0.024989990786317487,-1.5271001161663011,-0.019270383244936382,-1.0610006783802926,0.3416666666666667,120,-0.11336004961234614,-0.18152328628262504,-0.19176568238615943,-2.1503389591358344,-0.07995718460042456,-1.0614141266319856,18.637371646871376,-0.06325518995173107
zz1000,A1_tau_20d,S2,0.002244989741670624,0.1478965130072646,0.009000335172485809,0.6254071363820181,0.4583333333333333,120,-0.1395230439297772,-0.08994704151615718,-0.0814313396348556,-0.9952460389359704,0.05037815274995561,0.6220212600873319,19.407863870886253,-0.06325518995173107
zz1000,A1v_tau_vol_20d,S2,-0.001706016761542709,-0.11757163992296613,0.0033420608791372756,0.22821113624414255,0.5,120,-0.12065617122391015,-0.09952858276606291,-0.11239370904190982,-1.3646608395238795,0.015793183207303274,0.20397729011275237,19.396915450125253,-0.06325518995173107
zz1000,A2a_high_tau_ret_std_20d,S2,0.017795691700333884,1.0084072146032332,0.017214466757182197,0.8528373129427466,0.625,120,-0.1488799745665268,-0.04976142558817809,0.019551938474193786,0.2073578047458054,0.09899942026738962,1.2204899212144484,15.491971382666126,-0.06325518995173107
zz1000,A2b_low_tau_cum_ret_20d,S2,-0.014918605594015526,-0.7893533730399768,-0.021345760838978975,-1.085789529098839,0.475,120,-0.09834599651156306,-0.15021517267831141,-0.1666630383695452,-1.558885003182017,-0.05621154072696022,-0.5671446541300433,18.504525750260502,-0.06325518995173107
zz1000,A2c_high_tau_vol_share_20d,S2,0.011768020006102402,0.6672510314043943,0.027990666607230527,1.5640639729088266,0.5833333333333334,120,-0.1487798382280534,-0.08520761036556668,-0.05531353965662278,-0.6163389774875573,0.06055609278662599,0.6778346559530956,18.204662468852064,-0.06325518995173107
zz1000,A2d_high_tau_turnover_20d,S2,0.011856278079775653,0.655130417599471,0.012120815476242698,0.6159490598473014,0.5916666666666667,120,-0.17916540744359877,-0.1061889680734871,-0.03865882814407151,-0.41949765935662775,0.0805225906516176,0.8528237799089813,17.81322694890723,-0.06325518995173107
zz1000,A3_tort_vol_joint_20d,S2,0.012844052198946194,0.7631099628692721,0.03173725404134497,1.8266936841503931,0.55,120,-0.13573413836960868,-0.0847492137176401,-0.0712593217017069,-0.8437844073404788,0.04432321413602547,0.4749083635810043,18.331332457627916,-0.06325518995173107
zz1000,B1_lead_lag_20d,S2,0.011302017686965659,0.9743226694529975,0.008976787002685997,0.7702198026694669,0.6083333333333333,120,-0.1499485884137074,-0.09079872075251005,-0.06671357097236985,-1.0373683061313324,0.06609155183752913,0.998612723135215,19.01825162072299,-0.06325518995173107
zz1000,B2_path_asym_20d,S2,-0.003781981993037246,-0.23131649296156093,-0.009448659005489145,-0.514761092843171,0.49166666666666664,120,-0.11770248318124188,-0.10493462685059152,-0.1190990642395765,-1.2544167796390135,0.003172968600448467,0.03822231008414543,18.829047057078547,-0.06325518995173107
zz1000,B2a_path_asym_amt_20d,S2,-0.003771861554446543,-0.23102019172472515,-0.009767064931266055,-0.5316792663542095,0.5,120,-0.11633479646806122,-0.10575050951089449,-0.12157013209588019,-1.2861946216164633,0.0005448195916781806,0.006607094643264082,18.83694517504709,-0.06325518995173107
